book_id,user_id,rating
236,12381,4
256,12381,4
257,12381,3
258,12381,5
264,12381,3
265,12381,4
268,12381,2
270,12381,5
273,12381,2
284,12381,2
293,12381,4
304,12381,2
316,12381,3
325,12381,3
329,12381,4
341,12381,4
344,12381,3
346,12381,4
354,12381,4
361,12381,4
366,12381,3
371,12381,3
378,12381,4
380,12381,3
395,12381,4
396,12381,3
397,12381,4
401,12381,3
407,12381,4
408,12381,4
410,12381,4
413,12381,3
414,12381,3
417,12381,4
424,12381,4
436,12381,4
451,12381,3
468,12381,4
471,12381,3
478,12381,3
485,12381,4
489,12381,3
498,12381,4
512,12381,4
514,12381,4
516,12381,4
518,12381,4
523,12381,4
529,12381,3
547,12381,3
557,12381,2
559,12381,4
560,12381,4
611,12381,4
620,12381,4
646,12381,4
650,12381,4
653,12381,3
657,12381,3
662,12381,4
688,12381,3
699,12381,3
727,12381,3
769,12381,4
778,12381,4
779,12381,4
792,12381,4
825,12381,2
840,12381,4
864,12381,3
879,12381,3
881,12381,4
883,12381,4
916,12381,3
930,12381,4
961,12381,3
968,12381,2
1005,12381,4
1015,12381,4
1021,12381,1
1055,12381,4
1064,12381,5
1094,12381,4
1121,12381,4
1231,12381,3
1238,12381,2
1312,12381,3
1316,12381,1
1319,12381,4
1334,12381,2
1338,12381,1
1344,12381,3
1467,12381,3
1477,12381,3
1487,12381,5
1679,12381,3
1681,12381,3
1792,12381,5
1851,12381,4
1928,12381,4
1970,12381,2
2005,12381,3
2085,12381,1
2107,12381,3
2147,12381,2
2259,12381,4
2375,12381,4
2498,12381,2
2543,12381,1
2598,12381,3
2875,12381,2
3156,12381,2
3504,12381,3
3724,12381,3
5508,12381,4
6177,12381,4
1,6630,5
2,6630,5
3,6630,5
4,6630,4
5,6630,3
7,6630,5
8,6630,4
9,6630,4
10,6630,3
11,6630,4
16,6630,5
17,6630,5
19,6630,5
20,6630,5
22,6630,2
28,6630,3
30,6630,3
33,6630,4
36,6630,4
40,6630,5
41,6630,5
43,6630,2
46,6630,4
53,6630,5
55,6630,2
57,6630,4
59,6630,3
60,6630,4
62,6630,4
63,6630,2
65,6630,4
66,6630,4
67,6630,5
72,6630,4
76,6630,2
77,6630,5
81,6630,3
84,6630,4
86,6630,4
95,6630,2
98,6630,5
100,6630,4
106,6630,5
109,6630,4
117,6630,2
118,6630,4
122,6630,3
123,6630,4
131,6630,3
136,6630,4
138,6630,3
140,6630,5
145,6630,3
148,6630,3
150,6630,5
159,6630,5
163,6630,4
166,6630,3
168,6630,5
172,6630,4
174,6630,3
186,6630,5
187,6630,3
198,6630,4
205,6630,3
216,6630,5
223,6630,4
227,6630,4
228,6630,4
237,6630,4
241,6630,4
243,6630,5
245,6630,3
258,6630,2
263,6630,4
281,6630,4
303,6630,2
305,6630,3
306,6630,2
310,6630,4
326,6630,3
330,6630,3
343,6630,3
349,6630,3
354,6630,3
367,6630,3
368,6630,3
370,6630,2
396,6630,4
413,6630,1
436,6630,3
441,6630,3
445,6630,4
487,6630,3
496,6630,4
501,6630,4
515,6630,4
521,6630,4
538,6630,4
553,6630,3
556,6630,4
569,6630,4
573,6630,3
575,6630,3
578,6630,3
586,6630,3
596,6630,3
598,6630,3
620,6630,4
625,6630,4
632,6630,3
640,6630,3
660,6630,4
663,6630,4
670,6630,4
675,6630,4
693,6630,3
703,6630,4
705,6630,3
707,6630,4
790,6630,4
799,6630,4
808,6630,3
818,6630,4
833,6630,3
847,6630,4
851,6630,3
853,6630,4
907,6630,3
911,6630,3
915,6630,4
966,6630,3
1075,6630,5
1107,6630,4
1132,6630,3
1138,6630,4
1159,6630,4
1303,6630,4
1317,6630,3
1360,6630,3
1386,6630,3
1399,6630,5
1498,6630,3
1504,6630,3
1537,6630,5
1564,6630,4
1675,6630,3
1677,6630,3
1719,6630,3
1742,6630,4
1795,6630,3
1826,6630,4
1836,6630,4
1855,6630,3
1864,6630,3
1966,6630,3
2032,6630,3
2041,6630,3
2055,6630,4
2068,6630,4
2211,6630,4
2213,6630,3
2478,6630,3
2566,6630,3
2594,6630,3
2735,6630,3
2849,6630,4
2883,6630,4
2912,6630,3
2954,6630,4
3019,6630,5
3063,6630,4
3065,6630,2
3120,6630,3
3153,6630,3
3161,6630,3
3206,6630,4
3240,6630,3
3277,6630,4
3355,6630,3
3361,6630,4
3374,6630,3
3394,6630,3
3468,6630,3
3513,6630,3
3790,6630,4
3887,6630,3
4187,6630,3
4252,6630,3
4427,6630,3
4476,6630,4
4650,6630,3
4789,6630,2
5175,6630,3
6427,6630,4
7350,6630,3
9637,6630,4
1,37834,5
2,37834,4
3,37834,4
4,37834,4
8,37834,4
9,37834,3
12,37834,4
13,37834,4
14,37834,4
15,37834,5
16,37834,5
17,37834,5
19,37834,4
20,37834,5
26,37834,4
28,37834,5
30,37834,4
31,37834,4
33,37834,4
35,37834,5
36,37834,5
37,37834,5
39,37834,5
40,37834,2
44,37834,4
45,37834,4
46,37834,3
47,37834,4
48,37834,4
48,37834,4
54,37834,4
55,37834,3
56,37834,3
57,37834,4
59,37834,4
60,37834,4
64,37834,4
67,37834,3
70,37834,3
72,37834,5
73,37834,4
75,37834,3
81,37834,5
82,37834,5
84,37834,4
90,37834,4
92,37834,4
93,37834,5
98,37834,5
100,37834,5
102,37834,4
104,37834,5
114,37834,4
115,37834,4
117,37834,5
119,37834,5
121,37834,3
124,37834,5
126,37834,5
131,37834,5
133,37834,3
137,37834,3
140,37834,5
148,37834,3
155,37834,5
157,37834,4
158,37834,5
160,37834,4
161,37834,4
168,37834,4
171,37834,3
172,37834,3
174,37834,4
176,37834,4
178,37834,4
179,37834,4
181,37834,5
184,37834,4
189,37834,4
193,37834,5
195,37834,3
196,37834,3
198,37834,4
199,37834,4
205,37834,5
208,37834,3
212,37834,4
213,37834,4
219,37834,5
236,37834,5
239,37834,5
248,37834,4
251,37834,4
255,37834,4
268,37834,5
287,37834,3
305,37834,4
306,37834,5
323,37834,4
325,37834,4
333,37834,4
335,37834,5
336,37834,4
339,37834,5
340,37834,3
342,37834,3
350,37834,3
354,37834,3
358,37834,4
364,37834,5
380,37834,4
383,37834,5
391,37834,4
397,37834,4
404,37834,2
407,37834,4
421,37834,5
430,37834,5
432,37834,4
436,37834,3
441,37834,4
452,37834,2
453,37834,5
458,37834,5
466,37834,4
487,37834,5
488,37834,5
495,37834,5
496,37834,5
520,37834,4
522,37834,4
526,37834,4
540,37834,4
547,37834,4
557,37834,3
570,37834,4
572,37834,5
593,37834,5
604,37834,4
608,37834,4
621,37834,5
653,37834,5
681,37834,5
691,37834,5
704,37834,4
727,37834,4
733,37834,3
754,37834,3
779,37834,4
788,37834,4
790,37834,5
809,37834,5
846,37834,5
868,37834,5
885,37834,4
896,37834,5
919,37834,4
922,37834,3
929,37834,5
935,37834,4
941,37834,3
1003,37834,5
1009,37834,5
1133,37834,5
1159,37834,3
1168,37834,3
1202,37834,3
1405,37834,5
1439,37834,4
1574,37834,5
1586,37834,5
1628,37834,5
1814,37834,3
1864,37834,3
1870,37834,3
1872,37834,3
2013,37834,4
2247,37834,5
2251,37834,4
2363,37834,4
2403,37834,4
2441,37834,5
2616,37834,3
2716,37834,5
2915,37834,5
2927,37834,4
3397,37834,5
3512,37834,4
3837,37834,5
3866,37834,3
3889,37834,5
4438,37834,3
5685,37834,3
6036,37834,3
6082,37834,3
9794,37834,5
9930,37834,4
5,45554,5
8,45554,5
13,45554,4
15,45554,5
16,45554,4
18,45554,4
19,45554,3
22,45554,4
24,45554,4
25,45554,3
26,45554,4
27,45554,3
29,45554,4
33,45554,4
35,45554,3
37,45554,5
42,45554,5
43,45554,5
44,45554,1
45,45554,4
50,45554,5
54,45554,4
55,45554,4
57,45554,4
63,45554,4
64,45554,5
65,45554,5
66,45554,5
67,45554,5
71,45554,5
76,45554,4
79,45554,4
85,45554,5
91,45554,5
92,45554,4
94,45554,3
95,45554,5
97,45554,4
98,45554,4
100,45554,3
102,45554,4
103,45554,4
104,45554,3
107,45554,1
113,45554,4
114,45554,4
116,45554,4
118,45554,4
119,45554,4
121,45554,4
122,45554,4
125,45554,4
129,45554,5
132,45554,2
138,45554,4
140,45554,4
144,45554,4
148,45554,4
154,45554,3
155,45554,4
157,45554,4
160,45554,4
161,45554,3
162,45554,5
171,45554,5
178,45554,4
180,45554,4
189,45554,4
200,45554,5
204,45554,4
205,45554,4
212,45554,4
213,45554,4
219,45554,3
225,45554,3
229,45554,5
230,45554,4
233,45554,3
248,45554,4
249,45554,3
251,45554,4
255,45554,4
256,45554,4
264,45554,5
268,45554,4
270,45554,5
271,45554,3
278,45554,4
284,45554,4
287,45554,3
297,45554,4
298,45554,4
300,45554,5
301,45554,3
304,45554,3
306,45554,5
311,45554,5
315,45554,4
317,45554,4
320,45554,5
323,45554,4
325,45554,5
335,45554,5
337,45554,4
339,45554,4
341,45554,4
346,45554,5
350,45554,4
353,45554,4
354,45554,4
357,45554,3
358,45554,4
362,45554,4
364,45554,5
371,45554,4
375,45554,3
387,45554,4
390,45554,4
391,45554,4
395,45554,4
401,45554,4
402,45554,5
409,45554,3
410,45554,4
413,45554,5
417,45554,4
424,45554,5
426,45554,2
427,45554,4
471,45554,4
476,45554,5
478,45554,4
479,45554,4
483,45554,4
485,45554,3
489,45554,4
496,45554,3
518,45554,4
529,45554,4
530,45554,4
544,45554,5
546,45554,4
560,45554,5
576,45554,5
591,45554,3
597,45554,4
606,45554,5
608,45554,3
614,45554,4
620,45554,5
635,45554,5
639,45554,4
646,45554,5
664,45554,5
704,45554,4
718,45554,2
727,45554,4
734,45554,3
736,45554,4
738,45554,5
757,45554,4
763,45554,4
780,45554,5
782,45554,3
790,45554,4
809,45554,4
819,45554,4
824,45554,4
846,45554,4
872,45554,5
959,45554,5
977,45554,4
984,45554,4
1015,45554,4
1041,45554,4
1084,45554,4
1120,45554,4
1167,45554,4
1168,45554,4
1186,45554,4
1214,45554,4
1314,45554,4
1348,45554,4
1364,45554,4
1411,45554,3
1518,45554,4
1569,45554,5
1597,45554,5
1641,45554,4
1679,45554,3
1695,45554,4
1877,45554,3
2142,45554,3
2190,45554,4
2297,45554,4
3324,45554,3
3508,45554,5
37,9668,4
46,9668,1
47,9668,4
59,9668,5
60,9668,3
80,9668,3
90,9668,5
93,9668,5
95,9668,3
97,9668,4
98,9668,5
116,9668,3
125,9668,5
131,9668,4
132,9668,1
138,9668,3
140,9668,5
150,9668,3
154,9668,5
155,9668,5
161,9668,5
162,9668,2
171,9668,5
178,9668,2
180,9668,1
191,9668,5
198,9668,3
200,9668,4
205,9668,4
225,9668,4
229,9668,1
230,9668,5
247,9668,3
257,9668,1
264,9668,2
265,9668,5
270,9668,3
274,9668,5
293,9668,5
301,9668,4
312,9668,5
341,9668,5
344,9668,4
353,9668,5
362,9668,3
366,9668,5
368,9668,5
369,9668,1
372,9668,4
375,9668,3
379,9668,3
397,9668,2
401,9668,3
410,9668,3
424,9668,3
426,9668,1
427,9668,5
448,9668,1
451,9668,5
457,9668,4
468,9668,4
471,9668,5
473,9668,4
476,9668,5
479,9668,3
480,9668,4
483,9668,5
494,9668,5
498,9668,2
512,9668,5
514,9668,5
531,9668,5
538,9668,5
559,9668,1
561,9668,2
574,9668,4
576,9668,3
584,9668,1
595,9668,5
597,9668,2
618,9668,5
620,9668,5
671,9668,4
672,9668,4
682,9668,5
687,9668,4
688,9668,5
701,9668,4
709,9668,5
710,9668,2
733,9668,5
767,9668,5
768,9668,5
769,9668,5
772,9668,3
782,9668,1
790,9668,4
802,9668,4
815,9668,5
819,9668,2
820,9668,5
826,9668,5
899,9668,5
935,9668,3
941,9668,5
961,9668,4
982,9668,3
984,9668,5
997,9668,3
1024,9668,3
1031,9668,5
1108,9668,5
1135,9668,5
1161,9668,4
1167,9668,4
1224,9668,4
1272,9668,1
1280,9668,5
1303,9668,2
1367,9668,5
1378,9668,5
1381,9668,3
1427,9668,3
1465,9668,5
1486,9668,1
1509,9668,5
1570,9668,5
1641,9668,4
1679,9668,4
1681,9668,3
1682,9668,1
1683,9668,5
1695,9668,5
1783,9668,4
1877,9668,5
1878,9668,4
1882,9668,5
1908,9668,4
1923,9668,4
1978,9668,5
2004,9668,4
2026,9668,3
2107,9668,5
2136,9668,1
2147,9668,3
2163,9668,5
2174,9668,5
2263,9668,4
2297,9668,3
2339,9668,5
2355,9668,5
2375,9668,5
2566,9668,1
2727,9668,5
2742,9668,1
2798,9668,5
2824,9668,3
2952,9668,5
3002,9668,3
3071,9668,4
3127,9668,4
3219,9668,5
3321,9668,2
3338,9668,5
3472,9668,5
3504,9668,3
3595,9668,4
3609,9668,5
3650,9668,5
3782,9668,5
3805,9668,3
3808,9668,5
3929,9668,5
4081,9668,5
4162,9668,4
4273,9668,5
4304,9668,4
4359,9668,3
4413,9668,2
4464,9668,5
4504,9668,5
4592,9668,5
4836,9668,3
4970,9668,3
5090,9668,3
5146,9668,5
5182,9668,4
5508,9668,5
5634,9668,5
5766,9668,3
6564,9668,5
7907,9668,4
8195,9668,1
8286,9668,5
9587,9668,4
9688,9668,1
1,7563,3
7,7563,4
9,7563,1
12,7563,2
17,7563,2
20,7563,2
22,7563,3
30,7563,4
34,7563,2
35,7563,3
44,7563,3
47,7563,5
55,7563,4
69,7563,2
72,7563,3
75,7563,2
78,7563,3
91,7563,2
93,7563,5
96,7563,1
99,7563,2
105,7563,1
112,7563,3
117,7563,5
118,7563,4
129,7563,5
130,7563,3
132,7563,3
141,7563,4
143,7563,5
144,7563,5
146,7563,5
158,7563,4
165,7563,3
169,7563,3
176,7563,3
181,7563,5
185,7563,4
188,7563,3
196,7563,4
198,7563,4
199,7563,2
205,7563,3
209,7563,4
213,7563,4
216,7563,4
217,7563,4
219,7563,5
221,7563,4
225,7563,4
226,7563,2
228,7563,2
237,7563,4
238,7563,3
239,7563,3
241,7563,4
243,7563,4
244,7563,3
250,7563,4
253,7563,3
268,7563,3
271,7563,4
272,7563,4
277,7563,3
304,7563,4
305,7563,2
306,7563,4
310,7563,2
313,7563,5
317,7563,4
318,7563,5
320,7563,3
321,7563,4
326,7563,3
342,7563,3
350,7563,4
375,7563,5
378,7563,4
379,7563,3
383,7563,3
387,7563,5
398,7563,3
404,7563,3
410,7563,3
425,7563,3
426,7563,5
437,7563,4
458,7563,3
495,7563,4
499,7563,3
522,7563,3
538,7563,3
544,7563,4
556,7563,3
557,7563,3
570,7563,3
604,7563,4
606,7563,3
638,7563,3
642,7563,3
658,7563,4
677,7563,4
688,7563,4
689,7563,5
697,7563,4
704,7563,3
710,7563,3
731,7563,3
736,7563,5
758,7563,4
771,7563,4
788,7563,4
795,7563,3
807,7563,3
808,7563,3
815,7563,5
816,7563,4
822,7563,2
836,7563,4
851,7563,2
867,7563,2
870,7563,3
879,7563,5
885,7563,4
887,7563,3
895,7563,4
903,7563,4
916,7563,3
935,7563,5
948,7563,3
959,7563,3
975,7563,3
1009,7563,4
1030,7563,4
1102,7563,4
1132,7563,2
1135,7563,3
1176,7563,3
1186,7563,5
1195,7563,5
1212,7563,4
1234,7563,3
1255,7563,3
1281,7563,5
1299,7563,3
1334,7563,5
